Channel,Title,Rating,Review
IndiaToday,Why read India Today ,5,"India Today- It is more of an institution rather than a news-magazine. Ever since I can remember I had been reading this magazine. In the early Nineties it used to come out fortnightly. However a couple of years ago it shifted to the weekly format. This was mostly due to the competition from Outlook, Week et al. Now for the review. The weekly version is around 80 pages on an average. This is quite less than Outlook but you will forget Outlook when you open the magazine. The Cover stories are well researched,in-depth studies and most-importantly neutral. No story is biased. Another striking point is the relevance of the topics in your day-to-day world. So you dont get cover stories on College Romances, Lifestyles of the Rich or the like. Then comes their political stories which are quite short and to the point..Thankfully as I cannot tolerate Politics. Here you will not find any bias towards leaders of any particular party or enemity towards some. Outlook readers will vouch for Mr Vinod Mehta's loyalty to the Gandhi clan. There is a section on day to day affairs and the current affairs. Their Defence news is pretty accurate.The Book review is quite good. And yes...lest I forget India Today publishes a rating of the best Educational Institutions of the country once a year. It is a very comprehensive list and is very accurate. And for all you masala geeks it has got a last page filled with the latest gossip and developments of the filmi/high society in India/Abroad. I have many friends who go straight to the last page. There are some special issues and they are really gems. One released on the eve of India's 50 th Independence Day was a marvel. I preserve it even today.Their partition stories will bring tears to your eyes-Guaranteed. Now for the cons- Not that there are many but one of the biggest ones is their staid laid back reporting style.Infact you might tire of their writing style after a while.And their subscription gifts really suck- Big time. You get Cheap Chinese stuff even on 3 year and 5 year subscriptions. Compare that with Outlook where you get expensive gifts -that's when you realise why India Today is losing out even though product wise it is much better than Outlook. But all said and done-It is India's best news-magazine."
IndiaToday,INDIA TODAY,5,"India today I a very good magazine which I like it very much.It covers all the story of the week.It is a very good magazaine which compared to other ones.I can compare it with other magazines but I cant tell you to which magazines I am comparing with because I dont want to tell that this magazine is right or that magazine is wrong because every man has his own opinion .All the fingers are not same all the five are different sizes .If all the fingers are of unity then only hand has come.Like that all different magazines has different specality.Some people like some thing and some dont.So I want to tell you that dont be overconfidence that I was good than you.You were bad when compared to me .So dont Irritate others.If you put others happy then they will also put you happy .They help him when you face difficulty.So PLZ take the gap between rich and poor ,beauty and ugly and many more."
IndiaToday,Everyday want India Today,5,"Really a remarkable weekly magazine for current affairs. Every change in every arena you can cover by India Today. A very good magazine since a long time. Having very wide area in politics, sports, cinema, art, literature, life and creations. Always trying to see naked truth of every incident or accident. Bare facts, good editorial and neutral policy makes it quite strong as a magazine of general people. Having all articles for all except children. Although ''Outlook'' now is available in market but eyes have the habit to see only ''India Today'' because human being are affected from habits. Strong appealing in composing every issue of magazine is beyond comparison with any other and heart touching. About politics the general survey of magazine have full marks in previous years. No doubt about this fact. Coverage is very good. And in last the contest which is covering the 'Wah incidences'' in indian society is remarkable. Further information of Megazine you can get on http://www.india-today.com."
IndiaToday,The leader remains a Leader,5,"I had been a witness ,as a reader, to the changes that took place in India Today over the last two decades.It has transformed over the years,packing more punch in it's pages. The launch and success of Outlook had contributed it's part to this change,too.The competition has brought in some unhealthy aspect ,small issues are being sensationalised and magazine cover is being made more scandalous to hike print order. Big Cars and what not are being offered to subscribers to jack up subscription base... and all this at what cost? As a reader,what I expect is unbiased and truthful reporting.This,I'm afraid will take a backseat in this war of subscription race.The cost might go down,but at the cost of objectivity- that's a big price to pay. India Today,over the last decades has stood for objective analysis and truthful reporting.In the process it has won the confidence of millions of loyal readers like me who tend to believe what has been printed is indeed the truth. Ultimately,a news-magazine can sustain and survive only by getting the support of its readers,not by offering gifts and mega-prizes. If someone had closely followed the growth of news journalism over the years,they will find that the majority of today's news journalists had been associated with India Today over the years.This speaks volume about the magazine,which has become an institution of its own. Prabhu Chawla,the editor,is a veteran and commands huge respect in the political circles.Aroon Purie,the Editor in chief,writes great editorials and is the driving force behind the publication house. I would wish that the magazine should not stoop down to combat the competition,time will tell who is going to rule reader's mind. If you are flipping thru' the pages of India Today,don't forget to enjoy the cartoons of Ajit Ninan Mathew,the best and the most brilliant amongst his peers."
IndiaToday,India Over the Last Week,3,"I have this very weird obsession. Of subscribing to newsmagazines of all sorts. But really, you shouldn’t blame me for it. After all, a five year subscritption rarely comes without an interesting gift. So there you have it- the description of the tepoy in the living room.  Newsweek, Time, the National Geographic Journal, Outlook, India Today, Business Today, The Economist, The Week, et cetera! India Today is a misnomer really. I mean, the name says India Today but it’s a lot of things over the week. And some of them aren’t even about India! There are a few things, however, I have to say about the magazine in general. So let me begin… brace yourself India Today! Like any aglacised-westernized and so called intellectual newsmagazines of the country, this one says so often that it is secular. I won’t say to what extent, but it’s a lie. IT’s language smells a lot of Anti-Hindu opinions. A lot of you are going to disagree with me and again, I can’t blame you for it. What I have said is, unfortunately, true. And really not much can be done about it. (sigh) What I can sense, from IT’s language, is a very wrong interpretation of secularism. I mean, secularism isn’t anti-hindu, or anti-muslim. It isn’t even anti-voodoo. It’s more like trying to help everyone get an opportunity to live life like you and I irrespective of which God they pray to and how many times a day they do that. IT’s job, or anybody else’s job for that matter, is to tell me what is and when it was. Speaking in terms of religion, it’s their job to tell me what the Hindus said, what the Muslims said and what the Christians said and what whoever else said. And that’s it. Opinions are for us to make. It’s their job to give us what we need to make opinions of. Break Something else that pricks me about IT, or, as before, any other newsmagazine for that matter, is it’s habbit of generalizing very fast. A lot if it’s theories are incomplete. I mean to say, they are formed from really small observations. I really won’t point at any specific issues, but it’s something of a trend as far as IT and similar magazines are concerned. IT will come up with a theory about society. You are supposed to read it. And you are supposed to feel awed by it. You are supposed to really believe that, oh my God, the society is breaking up really. You’re supposed to shake awake and say- honey, who gave you that bouquet? And she tells you- you, stupid! Break I am sure you’ll subscribe to find out whether I’ve lied. Do that."
IndiaToday,''INDIA'' TODAY and ''INDIATODAY'',4,"Well, Thanks to Mouthshut Media Competition, I picked to review INDIA TODAY. As I kept on thinking on how to structure my review on India's prominent English Weekly, I struck upon the similarities between ''INDIA TODAY'' and ''India'' Today. Creep below to find the five fitting resemblances of INDIA Today Magazine to our India, and thereby my review. India which seems a dull country, otherwise brims with action when the watchword is Cricket or Cinema. It is when words like ''Sachin'' ''WorldCup'' ''Lagaan'' ''Music'' ''Cricket'' etc, surface, Indians from all places and all quarters are active. Similarly, The India Today Magazine which is just given a wink normally, hits it's record purchase when it has people like Sachin Tendulkar, Aishwarya Rai etc on the cover.And when the Cover Story focusses on practically anything in these two fields.However India Today always gives its readers a good dose of the entertainment and sports news. And What to say their Special Issues on Various The Last Page ''Eye Catchers'' which focusses on people currently in fame, and The Reviews Section give a good dose of Entertainment always.Apart from these sections, India Today breathes enough fire with it's sections ''Cinema'' or ''Sports'', though these sections may not been seen on all issues. Their quality of articles and sincerity of information are unquestionable. INDIATODAY follows INDIA of today in its passions. From time immemorial, there has been a talk of bias between North India and South India, and the North gaining more importance than the South. The strife between Aryaans and Dravidans can be exemplified from India Today, as well. In its major State Scan,there are more news on the states of UP, MP, Rajasthan, Bihar etc, on comparison with those on the peninsular part. However, I would follow the wise man who said ''If there is less news on Southern States, it means they have less problems. If there is more news above the Vindhya, then those people are having a lot of mess''. Neverthless India Today provides regional versions in Tamil, Telugu and they make up for any lack of information.The complaint of bias you can register against India of Today would not be so strong, if you try to do it against INDIA TODAY India which was not such a supporter of Innovations, not long time ago has nowadays recieved innovative offers with firm and warm hands. The revamps in many fields to cope up with Global Standards have mainly taken place because of bold innovations. Innovative Cinemas (say LAGAAN) Innovative players(say Kaif) Innovative Technologies (say MMS), and lot more have been widely encouraged and successful. The India Today Magazine also has carried out a lot of innovations, and the innovations were well recieved. Their section ''Quotes'' deserves great applause for its lovely and well thought contents. Their section ''Tremors'' is also a cool one, which simply says Whats In and Whats Out. The two editorials, one correlating the present happenings, with those of past is indeed praiseworthy. As in INDIA Today, and also in INDIA TODAY, Innovations are happening, as required and they are well recieved. Every day I use the Internet, I am at height of satisfaction thinking of the great changes brought by this technology to my life. All the same, I am also at the peak of my despair, when I see how only a particular section of the India today know and use this immaculate service. I felt the same, when I see that the online services of India Today magazine are restricted to its elite subscribers. The online services of India Today are very attractive, and it is unfair that only the subscribers can use them. A similar line can be drawn to ourselves a priveleged lot, who need to ensure that our underpriveleged friends get to know the nuances of the http://www. To conclude, I think the netizens in India are on the rise, whereas with its increased price (to Rs.15)INDIA TODAY cannot hope of more online people. The online restricted community in INDIA of today is getting less day by day. But the thing cannot be said with the same stead to INDIA TODAY. As in the other parts of the world, as in India, negligence has creeped by large into our society. Living very busily, in an over informed world, we seldom do have time or tenet to follow the problems of our society. We live in a country, where issues get hot instantly, and on creeping of another issue, it becomes unnoticed. From tea stalls to terrain armies, From college canteens to cinema balconies, From slum pathways to super highways, there are heated arguments over any political/social decison that occupies the front the headlines of a day. But the same issue would be alien to one and all the very next day, when other issues creep in. The same happens with Indian Magazines, and India Today is no excpetion. The intensity, with which a cover story is written, you feel that the author would not wink an eye, without finding a solution. The intensity of issues is generated by wonderful newsitems, eye opening articles, superb polls/ analysis, immaculate interviews, and guest articles. But you will find it hard to see a paragraph of the same issue in the very next issue. We are living in this world of Negligence and diversion, and both India of today and INDIA TODAY cannot be blamed for switching interests, and transforming spaces, on a rapid rate.But we have to reorient ourselves, in the best interests of the world. As I see, ''India'' Today and IndiaToday are more or less similar. I like India very much, would love to spend my time in India, and wouldnt bat an eyelid in recommending India to any foreigner. As we all have studied a lot of Geometry, you can infer my views on India Today. You can go for it.."
IndiaToday,India Today's  cool,4,India Today is a good choice . It satisfies the appetite of reader to max. I specially liked the issue about ‘top ten colleges’ and about Verappan .It presents news in a kind of  smooth way that one doesn’t find boring to read on .If u ask me I surely love to read it.The political section is as good as you find mirch masala news at the end. The photographs of various happenings add to its flavour.well I sure do advice its editor to add a bit of INDIA related foreign stuff more to it to make it even more interesting to read. Any travel or any time free I just carry a copy of it to keep me busy for hours together.Life on Sundays is actually boring without magazines like India today.
IndiaToday,Truely Indian,4,"I have been reading India Today from a long time and I should say that I eagerly wait for it every week.Not that I like too much of politics but this magazine gives a lot of other info. too.Every issue begins with a letter from the editor followed by an index and then letters from subscribers.Then comes a an article known as offtrack where some interesting facts about some village in India is given.Then there is voices which include the quote of the week from the world of politics.Somehow I like the statements made by these politicians though some of them seem stupid.Until some time ago there was a cartoon by Ninan which used to be really funny but now it has stopped.After this there are a few pages which cover the important events from across India and even some from across the world in brief.Then come the main articles which include a few from Indian Politics,the world of Entertainment and also sports.Towards the end one will find reviews of Indian books.The last page known as eyecatchers is another interesting page.So if you are an Indian and want to stay in touch with India then this is what you are looking for."
IndiaToday,MAGAZINE-A CLASS APART,4,"CRITERIA: Before I begin to write, right on the subject I would like to prepare a back-ground. News are created every moment, and for that, you have News Channels.For leisurely reading, you have numerous News Papers.Then why the hell should you need something more to read? REVIEW: Let us try to answer this question. Many news are to be read and foegotten. A few are to be traced on tomorrow and the day after.For these, the news papers are more than adequate. When you need to ANALYZE, say the trends in Reliance or the housing cost, or reslt of IAS exam, you need more data at your finger-tips and more authentic formulae to analyze. It is here, you need a magazine who will do it for you. When you want to TAKE A DECISION, say how to save Income Tax, or to put your son/daughter to a medical/engineering college, you need a powerful source to tender you information and a trust-worthy mind to advice. When you want to come to a CONCLUSION, say whether Bajpai's stand on Kashmir is correct, whether Nehru's policy on infra-structure development was right, you need expert's comment. INDIA TO-DAY: With the above pro-logue, I would rate India To-day very high. It brings you opinion of none other than Nani Palkhiwala if it is a budget issue. It brings you Sir Garfield Sobers if it is a matter of cricket. It brings you Mrunalini Sarabhai if it a matter of dances. THE ARTICLES: The articles published in India To-day are always on current issues and the issues of common interest.It quenches your thist and arouses new thirst! It improves your knowledge and makes you more confident about your views and probably decisions. I remember having read a couple of years ago that time of liquid money is coming. Assets may prove less attractive and liquid money shall have increased importance. Don't you feel it is absolutely correct? In the times of beginning of globalization didn't it alarm you to think twice? And how accurate has it been proved? SPAN: The span of subjects covered by India To-day is really impressive. Every one shall have some thing to read and probably read twice! CONCLUSION: In the age of fast moving world, India To-day helps you to keep in pace with the time. PRICE: For a mere 15 rupees,the India To-day is really very lucrative-''paisa vasool''"
IndiaToday,India Today.,3,"Well, in the yesteryears, this magazine was a treat and had a very high quality. SOB SOB, it has gone commercial with a vengeance and how!  First of all, only abridged stories are given in the printed version and they tell that you should see the website for complete story. However, only regular subscribers are eligible to access the site. So you have no option but to be a subscriber. This is a great inconvenience to newsstand reader. They had started mailmetoday.com site which gave shabby service and closed down.(rightfully so!) The quality is still good, but commercialisation takes its toll on the best products. SOB SOB, how the mighty have fallen!"
IndiaToday,Quite readable,5,India today is surely the leader in weakly magzines covering all aspects of life. if u are fond of political affairs india today is the best. they are also covering the current affairs and some discoveries they introduces india to its people they cover all the states. one minus point is that they have not changed their attitue of writing colums.but it is most eagrly waited still they have lack of economic and entertainment coverage. but sometime they provide some fresh news about states of india. some of their articles are really boring but they are way ahead of their commpetitors in hindi and english senctionl. their main plus point is that they provide full news of the weak.
IndiaToday,An Institution By Itself,5,"India Today is a weekly news magazine published by Living Media India Limited. It has a total readership of 15.9 million across all its editions, focusing on politics and current affairs, together with reports, articles and features on art, music, entertainment, sports, book, and above all the social trends. Its Hindi Edition is also named India Today and not  Bharat Aj, the literal translation in Hindi. The Editor-in-Chief is Aroon Purie, and Editor is Prabhu Chawla. The Managing Editor is Swapan Dasgupta, and Executive Editors are Dilip Bobb and Raj Chengappa. Ravi Shankar is the Deputy Editor, and the Associate Editors are Kaveree Bamzai, Ashok K. Damodaran, Rajev Deshpande, Ashok Malik, Sharda Ugra, Farzand Ahmed, Vivek Law and Amarnath K. Menon. The Senior Editors are Shankar Aiyar, Sumit Mitra, Rohit Saran and S. Prasannarajan. Kanika Gehlaut and Nisima H. Khan are the Associate Editors with Joel Rai as the Copy Editor.  It has Bureaus, Correspondents and  Special Correspondents all over the world. The Editorial Office of  India Today is a mini India, and one wonders how the Editor-in-Chief has structured the management set-up. The structure is really complex and with functionaries having all possible designations and working at various levels, it is not known as to who reports to whom. All the same it must be fool proof, otherwise a complete news magazine like  India Today would have been impossible. I have before me the Special Issue dated January 13 2003, with a colourful cover having the photograph of Kalpana Chawla with a very broad smile. The entire magazine is printed in art paper, in one of the best printing presses of India - The Thomson Press. The body copy on the cover is ''The Global Indian DOING US PROUD.'' This issue is Vol. XXVIII, No.2, for the week January 7 - 13. It implies that the magazine is 27 years old. The contents are : Up and Away, The World's a Stage, Gold Standard, Coming of Age, Cricket World Cup, Book Review on House of Spirits, and articles and features by Guest Writers like Dipak Jain, Mira Nair, Farukh Dhondy, Bhikhu Parekh, Rajat Gupta and Swaraj Paul. As far as I know Aroon Purie is a Chartered Accountant by profession, but he has utilised his financial expertise and experience in conceptualising, creating and establishing the India Today empire, which is an institution by itself. The photographs, both colour and black & white, used in the  magazine, either  to support the articles and features, or the advertisements,   are the best examples of photo-journalism.  Every issue of the magazine carries the editorial by the Editor-in-Chief.  India Today has the  India Today Book Club which one can join by paying an annual Membership Fee. It comes to you as a magazine showing the books meant for children and their parents. You can order for the books at very good discounts through major Credit Cards. The Magazine gifts gifts from time to time, if one subscribes for it for a longer period. I can go on, but I suggest that to know more about India Today you visit the website  http://www.indiatoday.com ."
IndiaToday,"The best....For quite some time, now.",5,"I have been avid reader of India Today for at least 19 years now. And believe me it was worth every letter that I read. I have done all my education in Marathi medium and was worried about my English, when I entered Engineering College. Due to my interest in current affairs, I started reading India Today. Whatever level I have achieved in English, a great extent is due to India Today. Contents and Coverage It is beyond doubt that India Today covers India like no one does. All the states are covered through a network of correspondents. The co-ordination of these correspondents with editorial staff in HQ and in the inputs from research really makes the stories worth reading. Even the cartoons of Ajit Ninan have always been scoring hits on the bull! Editors India Today has had number of editors but they have been very consistent. I think they have managed to establish a tradition, a system , a n institution, whereby exit of a editor does not affect overall editorial effort. That is a great sign. Stories Whenever India Today has covered a story it has been multidimensional coverage. Statistics, investigations, comments of ALL sides, interviews ... all add up to an excellent feature stories. Impartiality I think this has been the major hallmark of India Today and certainly the major reason why I still read it even today. In the days when every magazine, newspaper worth its name is having their axes to grind, India Today has tried to be very impartial. You can find Mani Shankar Aiyer, Tavleen Singh expressing two diametrically opposite views..... on facing pages! and I sincerely feel that....IT HAPPENS ONLY IN INDIA (Today). Language While keeping the use of English relatively simple, India Today has helped me in building good library of phrases for my use. I consider the begining and ends of every story or news item in India Today as a lesson in good reporting. Most heartening thing for me is the fact that India Today group has managed to pass on MOST of these qualities to its new sibling Aaj Tak.... Impartial, high quality, quick & fast, responsible. I wish they start similar channel in English!"
IndiaToday,Today and tommorrow,4,"Ideas on paper. Visions, opinions, thoughts, rebukes, comments, skirmishes, achievements, entrepreneurs, sports news, murders, mysteries, business updates all wrapped into one informative bundle, that is ‘India Today’. This news magazine was formerly a bulky fortnightly magazine. It came into action as a weekly magazine about 2 years ago, as a reply to its stiff competitors, ‘The Week’ and ‘Outlook’. They are now marketing the mag in a really wonderful way. They have come up with a contest called the ‘Making Sense of India Challenge’. A very thought provoking and truly challenging contest, not forgetting its lucrative lures. The contest had 8 challenges, one in each issue. Each challenge was on a contemporary social, political or bueauracrat issue. There was an article on the matter and alongside were 5 options to resolve the issue. Readers/contestants were required to rate the five options from 1-5, 1 being the best and 5 the worst. The options were radical and practical at the same time. As citizens we were given the chance of expressing ourselves and being an active participant rather than being a passive recipient. (Although it is a different thing how fruitful or futile the exercise is, that can be judged only if the situation improves) Issues covered were How do we entangle the reservations knot? How do we get NRIs to help India? How do we get better higher education? How do we resolve the Ayodhya crisis? How can the neighbours resolve their disputes? And so on The idea of purchasing 8 issues of this magazine is fixed for a common man. (Coz the more challenges u take part in, the closer you are to the grand prize-Baleno Alturas) Plus the winners are announced 1 challenge at a time. So that makes another 8 issues of purchase. This time along with the winners, the results of the contest are given along with the answer to the previously put question. So a national consensus is obtained. We are all always eager to express ourselves. We love blaming the government for every problem in our life. This was a nice vent for each of us to look at a crisis, consider its pros and cons and come up with possible solutions or remedies to it. India Today has been doing a commendable Job even without the contest. The key regulars include The Editorial-receiving bouquets and brickbats Offtracks: little unusual incidents in the country Newsnotes:comments and Quotes of some people in power, celebrities and so on Religion:a religious aspect for the week Books: book review of the latest book out, also some new arrivals and suggested books for a collector. Sports: sports scene in the country Cinema: news on anything remotely related to bollywood Eyecatchers: people ‘in vogue’ and the ones to have caught in the limelight Neighbours: news from around the borders. Apart from these is the main cover story and loads of articles covering the nation, states, economy, diplomacy, environment and so on. Interviews, opinions, music reviews, latest observed trends in the cities, anything from electronic innovations to cultural imperatives. Each article is sufficiently equipped with photo features, graphs, maps and all other illustrations and depictions all wherever required. It helps a lot if you want to catch up on the events of the week. Something missed in the dailies or even something not featured in the news desks we watch. I feel reading news magazines is a habit one needs to inculcate and then cultivate. It is essential to know what goes on around us. As the citizens of today we need to know the a to z of things. These mags help a lot in forming opinions, moulding them and creating a niche for oneself. The most respected man in the world is the one who is the most informed and well aware of his milieu. For travelers or even long distance commuters this can be a good companion. India today also runs an instant poll via sms. You can take part in it by sending an sms to 2424. you could also receive news by sms on 2424. India today reduced it cost to Rs 10 when it became a slim weekly magazine. Ever since the challenge contest is on it has made the full of it by hiking it to Rs 15. Editor in chief: Aroon Purie Editor: Prabhu Chawla Managing editor: Swapna Dasgupta"
IndiaToday,Buland Bharat Ki Buland Tasveer...,5,"The magazine India Today was the brainchild of Madhu Trehan.She started it as a fortnightly in the mid-seventies.It was a magazine that was completely devoted to honest reportage.The pieces that appeared were well-researched,well written and often well-illustrated.Very soon Trehan handed over the magazine to brother Aroon Purie and went her way.Purie,in due time turned the magazine into a champion of the emerging middle class.He espoused every single cause there was and wrote about it.The magazine ruled this mindspace till Outlook arrived on the scene.IT was forced to turn weekly.The content became less patrician and more jingoistic.However to this day,India Today remains THE magazine which every indian can easily identify with and feel proud of."
IndiaToday,Pros & Cons,4,"Every action has a positive and negative reaction Every individual has good and bad habits,some have good overpowering the bad and some bad overpowering the good. Even a magazine has got its pluses and minuses in it.We need to evaluate the overall plus and minus to come to a conclusion on the overall rating of a magazine. Let me get into the pros of India Today: 1)An in detailed analysis of the cover report with guest columns and giving the perspective of the both the sides is the hallmark of India Today (refer latest IT on Afghanistan special) 2)Images of Afghanistan from 1978 to 2001 (excellent  photography and  good insight of the changes that have happened in that country. 3)Fifth Column by Tavleen Singh, Kautilya by Jairam Ramesh and Politically Correct by P Chidambaram are worth reading and well written. 4)News notes gives me the snippets of the happenings around covering a wide spectrum of the society from politics, music ,health etc., 5)Good coverage of major happenings in the States with the feature devoted to Tamilnadu politics 6)Good articles of Metro today (activities that happen in the metros ) 7)Good review on new books 8)Eye catchers in the last page (devoted to celebrities and entertainments) An overall well represented magazine with good news items that are worth reading The cons of India Today : The magazine has fallen into the traditional trap that all Indians fall into, be it the industry or the magazine or product. The magazine lost out to competition because it could not change with the changing times. Like Bajaj reacted late on scooters , fiat in the cars, India today also reacted late with the other magazine (Outlook scoring over it in terms of content, layout and timing) In the present scenario magazines fall under the Fast moving consumer goods (FMCG) category i.e., daily use articles like soaps ,oils etc. As the Fmcg products keep changing in terms of looks etc, the need of the hour is to emulate this category for the magazines to stay in the race. With onslaught of television, news magazines are likely to have a tough task ahead of them India Today definitely needs an overall layout/ design change to make it more reader friendly. Conclusion: My views are India Today should concentrate more on analysis of the news rather giving the news that has already happened ( covered extensively by the television media) There is always an accusation that India Today is pro government, of late it has started being impartial giving views of the both the sides for us to form an opinion. That is what a good magazine has to do I find the magazine slowly and steadily becoming more pro-active. Give it some time I am sure it will bounce back"
IndiaToday,The NewsPaper Today,4,"India today's new website ( http://www.thenewspapertoday.com ), which is also first e-newspaper....its a must see once for all those news lovers out there. U think of subject abt current affairs and they have gotta information on it ( I hope I m not exaggerating it ). They have everything ranging from live coverages,wonderful picture galleries, audios and videos etc. It has already created its place in media world. U will also find all the good journalists writing for this site. Visiting this site is definitely a good experience."
IndiaToday,An aging mastiff,4,"That's the way I can best describe INDIA TODAY. It was a new idea when it began in 1975, because the Illustrated Weekly was dying, and a good news magazine was required. But the style and presentation has not changed over 25 years, and it appears somewhat boring. In this day and age, when television news bulletins come several times a day and internet is even faster, a weekly news magazine seems out of date. Its value is to explain the news that we have already seen or heard, to put in more background and perspective and help us understand what is going on. IT is doing all that. But so is THE WEEK or OUTLOOK. I feel both of them do it better. What INDIA TODAY needs to do re-invent itself, to move away from its style. It should pick up stories behind the scene, or stories that the traditional news outlets are unwilling to take up. Deep-seated investigative stories, for which the TOI or Indian Express are not willing to devote the time and resources. Give us those and we shall return to INDIA TODAY."
IndiaToday,Still Relevant!,4,"India Today published since 1975, now in its middle ages, has acquired a reputation and respectability in India that is unmatched (Comparable to the image of ''Times'' and ''AsiaWeek'' internationally). The magazine has endured even when notables like ''The Illustrated Weekly of India'' had to bite the dust with the changing tastes of the readers. The highlights of the magazine (still applicable) were topical, well researched and illustrated by good photographs. During the Seventies & Eighties, when TV and the electronic media were hardly existing, IT provided a snapshot of the nation's chief events very effectively. As a news / current events magazine, it is still holding the fort, aided by sister editions in other Indian languages. Another chief merit in this publication is objectivity in the articles. However, there is still room for improvement in various fronts. They need to resist succumbing to the pressures of increased readership by resorting to cheap gimmicks. A case to point out is the recent study of cancer in Indian women. While the article was topical, the cover page and illustrations were generally not in line with the image of a respectable periodical (to put it mildly). On the whole I find the magazine still relevant."
IndiaToday,A Magazine of India--Today,5,A magazine of class which provides excellent cradence to the latest events .the latest happenings are caught by india today ppl. and the detains are provided in length.I have been an ardent reader of this magazine for the last 18 years and I affirm my faith in it.lets hope dat it continues catering to the demads of the readers for long .i m a subscriber and is being read by all mah family members. I have held confidence in it for many years and I look forward to seeing the stature of this magazine maintained and I guess dat in present theres none to match it.
IndiaToday,"A staple diet of politics,current affairs and ente",4,"This has become a regular magazine in many households.earlier it used to be fortnightly , but has now turned weekly. it has info on various topics ranging from politics to current affairs,sports,art,cinema etc. and of course it has the famous last page - eye catchers. an informative magazine for all ages which can easily be read even by youngsters."
IndiaToday,GET INTO THE DEPTH OF THE NEWS!!!,5,"News-Today, a useful and beautiful created News web site by India-Today and is one of the best information web site, which is making it's heat felt to its competitors in India. The web site has been again redesigned recently again to give a face-lift to the whole web site. Now the web site gives you the direct access to the news updates on the home page itself, where most of the news updates takes place every minute or every hour or so. The web site has been categorized into Headlines, where you get the updated of latest news happening in the world over, above the Headline Section there is a update date and time display to keep you informed ahead of time. Below the Headlines is Top Headlines where you get around 12 headlines displayed, where when you click would take to a separate page. Most of the news headline get disappeared as and when new story headlines are uploaded to get access to this you may need to REFRESH you browsers, so that you won't get the old news on your web page. Below Top Headlines you will find links to News Home, Xtra's Home and Special features Home, where News Home takes you to a seperate page with completely news details of the day, Xtra's Home and Special Features gets you the important news, articles and special features on the web site. In fact I can say more the web site is more than a replica of India-today magazine, which gives us the complete web format of the weekly magazine. News Today which also hosts Aaj Tak Bulletins is a news updates brought in audio and video format to the user. The content of this channels is updated 3-4 times in the evening. The web site includes some of its India-today's other magazine contents which are Business Today, Computer Today and Teens Today host on the web site. Other than this would be provided with the inputs of the daily Opinion Poll on daily affairs happening in the country. To give the India add advantage the web site had recently add the Hindi version of India-Today magazine to its kitty. The Search option in the web site is also quite good and the other added advantage to this search engine is an option to the search the Famous Britannica Encyclopeadia web site online. There is a web directory which has been catogerized into Arts, Business and Economy, Computers and Internet, Education, Entertainment, Government, Health, News and Media, People, References, Regional, Society and Culture, Sports and Travel. Now India-Today comes you with an added advantages of providing you with an Online shopping in sections Art Today, Music Today and India-Today Books Club. The web site has added a new section which give you an opportunity to play games online too. I hope you all would like this web site as an overall information based web site."
IndiaToday,Time to rethink guys!,2,"India Today boasts of an enviable credibility and an excellent track record. Check out its latest issue for it has completed 25 years in the market and they are joyously celebrating the same. But I feel, IT must immensely thank 'Outlook' for waking them of the sleep of complacency that they had settled into after years of leadership. They started off at a time when magazine journalism was hardly the order of the day. They were spearheaded by a bunch of rookies like vir sanghvi and others. Over the years, IT has broken a lot of major stories and has now-and-again set high standards of journalism. The only reservation I have against them is their innate affinity for the present NDA government. It is alleged that the ink in IT journos' pens has turned saffron off late. Now, a publication loses its objectivity the moment it starts taking sides at the level of ideology affecting country's policymaking. Thanks to Outlook, the balancing act is slowly getting there. A national publication ought to question government's actions and make it actually perform. The role is akin to that of opposition in the Parliament. Outlook might be scandulous, but at least it gives you material that is different and worth thinking and talkin about. India Today, in that regard rather believes in the policy of appeasement that doesn't really arouse the reader response. I think it's time for India Today to rethink its policy and that too on completing its silver jubilee. Time to work guys!"
IndiaToday,Good Magazine,5,"India Today has come a long way since it’s inception. The thing one admires about the magazine is the clear thought strategy and vision for tomorrow. The magazine has more subscribers then compare to past. This phenomenal achievement can be attributed to focused and unbiased news coverage. The feeling, which a person like me gets about the other magazines, is that other magazines are more interested in scandalous and sensational news without giving any thought to the ethos and morals of fair reporting. Keep it up, you still have a long way to and achieve more success in future."
IndiaToday,Show the real news,4,"India today news I watch dialy morning with my father.it gives leading news of today times.it gives news rural India, cities and international news.it also show real faces of corrupt people, and my favourite show is quiz of news which is held between different talent school children.it also do debate between different politicians and take interviews of famous personalities.its also show business news and stock exchange news.I get updated about what happening in this world in every sphere through India Today.Journals are experts and good in speaking.they give less advertisments and advertisement is also sometimes knowledgeble if it is about some business schools.magzines are also good .but magzine are little expensive but worth it if you want to know about corporate world."
IndiaToday,India Today,4,"My subscription did not start until Oct 20th, that too after my first email to you dated Oct 16, 2015. My subscription was to run from issues dated 20/10/2014  to 12/10/2015. The Mar 16 issue was the last ever issue I received. Several issues before that had either been delivered late or not at all. I had requested, via Case Id 3634554, for cancellation of my subscription with immediate effect.  Also refer to Case ID 3643633 and Case Id 3648937. Kindly refer to all my email correspondence to you. I had not received a single issue after the issue dated March 16. Now after a gap of 5 months you have suddenly restarted delivering issues, with the issue of Aug 17, sent via India Post. It is clear that they have no respect for the customers, but only for their money. Now that they have to release my money, apparently they are complicating the situation purposefully to force me to give up. I sincerely request India Today Top management to display professional behaviour and refund my long-pending money from both subscriptions immediately."
