Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
string,time,discrete,discrete,continuous,continuous,discrete,discrete,string,continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,discrete
meta title=True,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta
"@AdilGhumro serious btao na, iknow the indian media joke but what made them say all of this? kuch hua hai ya bus yunhi",2020-10-21 18:15:20,en,,0.0,0.0,@AdilGhumro,Tabinda,"Arcane. 
Memes, water and hiphop 💦🌹
Surviving everyday to better understand life. 
Beefburger 🍔",14745.0,25637.0,645.0,5920.0,1.0,False,,,@TabindaTahiir
"I’m Veteran of Gulshan-e-bagh Civil war. Are you?

#CivilWarInPakistan #CivilWar #PakistanCivilWar 
#RCBvsKKR #IndianMedia",2020-10-21 18:15:04,en,,0.0,1.0,,Daniyal Tweets,🤧,10483.0,10696.0,810.0,373.0,5.0,False,,,@TweetsDaniyal
"#IndianMedia
The Indian Army's social media is spreading false news on Twitter
Why is the Twitter administration still asleep?
India is spoiling the atmosphere of Twitter

@presssec
 @macaulayporter
 @NicoleFrazier45
 @KLeavitt45
@MichaelKugelman
 @Twitter
  @TwitterSupport https://t.co/Whjg6Q2FXm",2020-10-21 18:15:01,en,,1.0,1.0,,Ahmad,,37084.0,2095.0,1307.0,792.0,0.0,False,,,@AhmadAli_Pak
"Latest footage of civil war in Karachi, Pakistan.
#CivilWarInPakistan #CivilWar #CIVILWARINPAK #IndianMedia
https://t.co/dQmXSllumT",2020-10-21 18:14:57,en,,0.0,1.0,,Sir,,569.0,13784.0,218.0,29.0,0.0,False,,,@DrBeenUK
To resist civil war @ImranKhanPTI has called #Ertugrul from kayi tribe. Ertugrul swears to behead anyone creating unrest. Meanwhile halime sultan ka rou rou kr bura haal koi mera ertugrul wapis krouuuu. STAY SAFE #Karachicivilwar #IndianMedia #PakistanCivilWar Gulshan e Baagh https://t.co/KVWWyERv3E,2020-10-21 18:14:30,en,,1.0,1.0,,Anusha,-👩‍⚕️🩺 -satirical tweets 🦢 hehe jk,2291.0,16300.0,270.0,111.0,0.0,False,,,@dorritos248
@Light2More To all indians who are believeing the propaganda run by indian media this guy is a journalist and a politician currently he is the Member of National Assembly Pakistan . His Name Dr Amir Liaquat Hussain @AamirLiaquat,2020-10-21 18:14:17,en,,0.0,0.0,@Light2More,Quzal Mehmood,Linux Kernel Developer,417.0,1447.0,423.0,87.0,0.0,False,,,@QuzalM
"@IamShaistaLodhi This is the whole story of what happened and the background. Indian media is nowhere to see now. :D

https://t.co/2S1E9FDbjp",2020-10-21 18:13:59,en,,2.0,0.0,@IamShaistaLodhi,Sheeraz Raza,Reporter - SEO Specialist - Insider Paper - Tweets on Breaking News.,79679.0,3109.0,962.0,2383.0,211.0,False,,,@SheerazRaza
""" Now I completely know what is actually meaning of Hybrid War or Fifth Generation War After seeing indian Media propaganda on Fake #PakistanCivilWar or #Karachicivilwar 

#FakeWar #FATF",2020-10-21 18:12:56,en,,6.0,0.0,,Umaır Şhahzad 🇵🇰,• Living my dreams • Humanitarian • Vegetarian • Foodie Doodler • ACCA • https://t.co/qai9acAXWc • https://t.co/DWhjgrzZGy,15595.0,51381.0,13722.0,16353.0,33.0,False,,,@ImUmairShahzad
GOD DAMN FCK IN A CHEESE FACTORY AM STILL SHAKING!!!!!! THEY ARE APPEARING ON AN INDIAN NEWS CHANNEL,2020-10-21 18:12:02,en,,1.0,0.0,,𝔞𝔩𝔢⁷𐤀|ᴊᴀᴋᴇ's ʟɪʟ' ᴅᴜᴍʙᴀss🥰,#BTS : per-...per- per what? *cleans specs* Ohhhh that's us! Perfection.,12280.0,38198.0,1293.0,1164.0,2.0,False,,,@flrtvgguk
"Indian media news against Bangladesh/ Bangladesh GDP/India news https://t.co/NXhTNvXEfC

#Bangladesh_economy2020 #Bangladesh_GDP",2020-10-21 18:11:52,en,,1.0,0.0,,MD Limon Hossain,"We're building it up
To break it back down
We're building it up
To burn it down
We can't wait....",1311.0,1696.0,1683.0,134.0,1.0,False,,,@ImLimonH
"No caption needed.
#IndianMedia
#karachicivilwar https://t.co/ShzqsoR03j",2020-10-21 18:11:23,en,,27.0,10.0,,Saran Chaudhry,"Bred by mountains. Raised by women. Hired by wolves. Crushed by heels. Feared by cannibals. Loved by animals. 
Cricket in nerves.",8512.0,57376.0,851.0,179.0,1.0,False,,,@Saranfr007
The only word for #IndianMedia  is ...... https://t.co/V7RmEavz1o,2020-10-21 18:10:25,en,,1.0,1.0,,fahmidahyousfi,"Multimedia Journalist
Current Affairs | Defense | Humanitarian Journalist

PakistanOnly


@ravapk  previously @GeoNews  
#Columnist and #Blogger https://t.co/Hysc6r1KqQ",8445.0,7594.0,515.0,4327.0,1.0,False,,,@fahmidahyousfi
"Yes, #CivilWar is going on within Pakistan. With peaceful means. #SindhPolice has shown their metal ✒️📃🖕, opposition has shown their metal 🤬✊ 
Army is hiding behind Indian media now. https://t.co/sRnzfRXn74",2020-10-21 18:09:27,en,,0.0,0.0,,« Riz » 🐵 (🚫🙈🙉🙊),Love people & cultures. Have own brain. Interested in current affairs which will shape future of the subcontinent.,7941.0,2654.0,72.0,49.0,0.0,False,,,@Riztalk_
"Any urgent flight from my hometown to Karachi???
I want to participate in #CivilWarInPakistan 😂😂
#FakeNews #IndianMedia",2020-10-21 18:08:46,en,,5.0,1.0,,Lal Zaman🌐,"Working in the service of democracy, peace and development with @HSF_Pakistan. Tweets & respond as my own views, which are not endorsement by my organization.",24492.0,44650.0,731.0,1812.0,6.0,False,,,@LalZaman77
"And i bet, in some days or weeks this same video would be cut and chopped by #IndianMedia to present a picture how oppressed #Karachi is 😬😝
#Karachicivilwar https://t.co/hlSiOlrIi4",2020-10-21 18:08:11,en,,2.0,4.0,,Arzachel,"Taking life as it comes!

                                                  
 An Anodyne,Procrastinator,occasional Pessimist,Kashmiri,Muslim & proud!!",4105.0,1310.0,2350.0,228.0,2.0,False,,,@semipacifist
"Oh oh omggg #CivilWarInPakistan 
Reported  please #IndianMedia  take these video
@majorgauravarya
@arnab_5222
#Pakistan https://t.co/eEeZyRVreo",2020-10-21 18:07:47,en,,4.0,2.0,,fahmidahyousfi,"Multimedia Journalist
Current Affairs | Defense | Humanitarian Journalist

PakistanOnly


@ravapk  previously @GeoNews  
#Columnist and #Blogger https://t.co/Hysc6r1KqQ",8445.0,7594.0,515.0,4327.0,1.0,False,,,@fahmidahyousfi
"""PoK mai Pakistan ka Zulmo Sitam"" -

    .....A fictional web series.....

Premiering on Indian Media since 22nd October 1947.",2020-10-21 18:07:42,en,,13.0,1.0,,Altaf,Supreme Leader. Head of K-Twitter. President @Ktwt_JK which is Jammu & Kashmir's first and only Virtual Political Party based on an original model.,12984.0,11659.0,16.0,3606.0,2.0,False,,,@Altaf4BJP
"I don’t think even China USA, Israel and Arab world and Iran and KSA fights as much social media wars as endia and us. Obsessed freaks and don’t you call my Karachi Karanchi #CivilWarInPakistan #IndianMedia 🙄",2020-10-21 18:07:36,en,,2.0,1.0,,Aysha Khan,"Politically aware of global politics,  Award winner Entrepreneur, humanitarian. Supporter of PM Imran Khan",2620.0,4795.0,2379.0,422.0,1.0,False,,,@ashyy88_
"BTS members Jin, Suga, J Hope, RM, Jimin, V and Jungkook chat with Indian media; Fans go WILD https://t.co/GOYQXRAhpH",2020-10-21 18:07:19,en,,0.0,0.0,,Arpan Ghosh,"Writer || Blogger || Content Writer || Marketing Specialist || Reviewer
If you want me to review your book or product please mail me at arpanghosh984@gmail.com",2790.0,677.0,685.0,403.0,5.0,False,,,@Arpanthewriter
The most incredible and irresponsible media in the world. #IndianMedia,2020-10-21 18:06:48,en,,5.0,1.0,,naila agha,"Anthropologist,Reiki practioner.Proud to be Muslim and Pakistani. Life is 10% what happens to u and 90% how u react to it😌",6529.0,6986.0,43.0,326.0,0.0,False,,,@AghaNaila
Just checked my twitter and saw Gulshan-e-bagh and #CivilWarInPakistan trending. What did Indian media do now? 🤣,2020-10-21 18:06:33,en,,352.0,20.0,,Dr. Shaista Lodhi,Mother/Host/Doctor https://t.co/5nWpXmJLA7 https://t.co/jORHY3OLN1,3994.0,3914.0,226.0,150401.0,65.0,True,,,@IamShaistaLodhi
"Indian media is embarrassment to their own country !

#IndianMedia",2020-10-21 18:06:32,en,,1.0,1.0,,Muhammad Afaq Khattak,Writer | #CurrentAffairs | #Peace | #Philosophy | #History | #Literature | Part time Engineer 😉 (Your voice dries up if you don't use it),2674.0,7795.0,826.0,102.0,0.0,False,,,@Khattakeey
"Very interesting and eye opening facts,   #IndianMedia #CivilWarInPakistan #Karachicivilwar #NationLovesPakistanArmy #NoPmcSyllabus https://t.co/Le3ECsX8Ca",2020-10-21 18:06:00,en,,1.0,1.0,,لال و لعل,“The wound is the place where the light enters you. -Rumi “,10084.0,1185.0,4994.0,571.0,1.0,False,,,@AdorablePakis
Shame on you #Endia  #IndianMedia https://t.co/ECYCGpNRbp,2020-10-21 18:05:54,en,,2.0,1.0,,fahmidahyousfi,"Multimedia Journalist
Current Affairs | Defense | Humanitarian Journalist

PakistanOnly


@ravapk  previously @GeoNews  
#Columnist and #Blogger https://t.co/Hysc6r1KqQ",8445.0,7594.0,515.0,4327.0,1.0,False,,,@fahmidahyousfi
@FLTRPJMNS OUR INDIAN NEWS CHANNEL IS GOING TO AIR THEIR INTERVIEW WITH BTS ABOUT DYNAMITE HIT AND NEW MUSIC,2020-10-21 18:05:43,en,,1.0,0.0,@FLTRPJMNS,park jimin𓆙,#JIMIN: Did U see My Bag🎤 | 18+ account,2463.0,1220.0,258.0,208.0,6.0,False,,,@95MYTlME
Indian media ridiculed widely for outlandish stories about 'civil war' in Karachi https://t.co/JkNPJkQUrN,2020-10-21 18:05:43,en,,0.0,0.0,,KashLinks,"I have seen Atrocities by India in Kashmir and by Israel in Palestine,shame on civilized world for being SILENT on KASHMIR & PALESTINE,the FIGHT will continue.",22750.0,21104.0,205.0,323.0,0.0,False,,,@KB007Kashmir
Don't have time &amp; brain cells to waste so will not be talking about the #IndianMedia. Words uttered for it are words wasted. Leaving it here.,2020-10-21 18:05:36,en,,2.0,1.0,,Farwa Naqvi,Media Person- Analyst📺 |Columns 📰@thenews_intl @tft_ @nayadaurpk |Practicing Individual+Group Integrative Psychotherapist @CPCAB-UK| @LSEnews🎓 IG:farwanaqvi_,3066.0,4289.0,1272.0,807.0,0.0,False,,,@farwanaqvi_
"There is a huge slaughtering of cows and Brahmins are waiting eagerly for the yummy BBQ of theirs mata jis. 
 🤣
#IndianMedia",2020-10-21 18:04:50,en,,0.0,0.0,,watchman2110,,207.0,5.0,42.0,1.0,0.0,False,,,@watchman2110
@ShanzaayA We're having a go at the indian media. Haven't seen anything this exciting all week 😂😂😂,2020-10-21 18:04:20,en,,1.0,0.0,@ShanzaayA,Omar Hoshfinqi,You don't need to know. I'm not that special!,82.0,17.0,45.0,2.0,0.0,False,,,@hoshfinqi
@shyguyrm yeah and Indian media and bollywood suck,2020-10-21 18:04:14,en,,0.0,0.0,@shyguyrm,kiwi⁷,"RMeo RMeo, where art thou RMeo? //
@JoonPRJ 
ot7",3053.0,10052.0,325.0,282.0,2.0,False,,,@jimingoldenmic
@Anas_Younus @SaadSaeed2 for last few years most of Indian media support BJP &amp; now a days coz of Corona/economy mismanagement thy divert their debates away from their real issues.last two months thy kept doing progs on sushant's https://t.co/of91BJFW0r this diversion may b real reason for indian media.,2020-10-21 18:03:46,en,,2.0,0.0,@Anas_Younus,Wasim Akram,We hang the petty thieves and appoint the great ones to public office.,26549.0,91236.0,796.0,556.0,1.0,False,,,@khanasad01
"#IndianMedia 
Indian social media is lying, spreading false news on Twitter https://t.co/47ESOAdTwK",2020-10-21 18:03:20,en,,3.0,2.0,,Ahmad,,37084.0,2095.0,1307.0,792.0,0.0,False,,,@AhmadAli_Pak
"#IndianMedia 
Indian social media is lying, spreading false news on Twitter https://t.co/FdUlbkhn5B",2020-10-21 18:03:13,en,,3.0,1.0,,Ahmad,,37084.0,2095.0,1307.0,792.0,0.0,False,,,@AhmadAli_Pak
"Look what Tarik Fateh(Tareek Looser) just did!

This is the credibilty of Indian media Hahaha

#CivilWarInPakistan  #IndianMedia https://t.co/AITBqyNrv6",2020-10-21 18:03:09,en,,0.0,0.0,,galaxy,"Pakistani 🇵🇰
#FreePalestine #KashmirBleeds",3790.0,5492.0,408.0,130.0,0.0,False,,,@galaxy30887578
"#IndianMedia 
Indian social media is lying, spreading false news on Twitter https://t.co/5d0aBYl1YA",2020-10-21 18:03:06,en,,2.0,1.0,,Ahmad,,37084.0,2095.0,1307.0,792.0,0.0,False,,,@AhmadAli_Pak
"#IndianMedia 
Indian social media is lying, spreading false news on Twitter https://t.co/XEzv4zK8IQ",2020-10-21 18:02:58,en,,2.0,1.0,,Ahmad,,37084.0,2095.0,1307.0,792.0,0.0,False,,,@AhmadAli_Pak
"#IndianMedia 
Indian social media is lying, spreading false news on Twitter https://t.co/j0szA9HNQE",2020-10-21 18:02:50,en,,2.0,1.0,,Ahmad,,37084.0,2095.0,1307.0,792.0,0.0,False,,,@AhmadAli_Pak
"#IndianMedia 
Indian social media is lying, spreading false news on Twitter https://t.co/L2zAKvgpZq",2020-10-21 18:02:41,en,,1.0,1.0,,Ahmad,,37084.0,2095.0,1307.0,792.0,0.0,False,,,@AhmadAli_Pak
"There was so much work to do that I missed all the fun on Twitter today!!! ☹️ 
I’m glad that General Janabuddin has taken charge of Karachi. 🧐
#CivilWarInPakistan #IndianMedia",2020-10-21 18:02:17,en,,21.0,1.0,,Aay Eye,"A Linguist, a Thinker, a Researcher, a Procrastinator--- A teacher by profession and a student for life.",25255.0,51401.0,316.0,2656.0,0.0,False,,,@Aakefah
"The same bollywood that demands Justice for Kathua and other issues ,
Goes completely silent on their colleague Sushant's Death.

Similarly ,Now Indian media is Shamelessly enjoying the attacks on Arnab Sir .
This behaviour of Media is Really Pathetic !
#SSRKillersRoamingFree",2020-10-21 18:01:41,en,,8.0,6.0,,Smily,"Poet , lyricist  shagird and a true fan of ssr ❤️
insta -@ smily.ambala (since October 9 , 2018 ) 
if u think m fake search Smily kapoor on YouTube and ig ❤️🤞",2021.0,1442.0,357.0,325.0,0.0,False,,,@Fan_of_ssr
"#IndianMedia There is civil war in Karachi 

Meanwhile Karachiites

#CivilWarInPakistan
#FakeNewsMedia 
#Karachi https://t.co/miS6V1ivRs",2020-10-21 18:00:36,en,,3.0,0.0,,Danish Syed,Human.,3502.0,5790.0,1698.0,1001.0,13.0,False,,,@_danishsyed
"Have you seen any tweet of Raza Rumi and Marvi Sirmed  criticising Indian media exaggerations on Karachi crisis.

They frequently give morality lessons to Pakistan.

Show me single fucking tweet.",2020-10-21 18:00:22,en,,3.0,0.0,,Soulmate,A common Pakistani and citizen of the world!,171807.0,2565.0,238.0,4604.0,25.0,False,,,@iaamir_khan
"Indian media is being ridiculed over false reporting by the Pakistani netizens, unquestionably Pakistanis are the best scoffers.

#CivilWar #Karachi #CivilWarInPakistan #IndianMedia https://t.co/SKhLMpsf7g",2020-10-21 18:00:22,en,,6.0,5.0,,The Inside Edition,A private initiative directed towards defending Pakistan’s cyberspace in an era of hybrid warfare.,151.0,138.0,6.0,41.0,0.0,False,,,@InsideEdition_
@raghav58069 @Wajih29396514 @bhaveshlohar @CNPakWW Ulta bol gye ho dont listen to indian media bloggers ko parha ker youll know the real image,2020-10-21 18:00:20,en,,0.0,0.0,@raghav58069,sweeter than lie,"One in a thousand million
Bacha by pehchan
Single as always 🙄🙄
18 year old
Roots 2020
Love to dance and sing
Born in september



Rana rajpoot",3186.0,3565.0,391.0,202.0,0.0,False,,,@Tahahahaha_
"On the more serious note btw; wtf is up with Indian media?

They really need to put a leash on that thing. Is there a global organisation that takes notice of such lunacy?

I’m sure the fabricated news, borderline interference violates several international laws",2020-10-21 18:00:20,en,,20.0,1.0,,M.S 🪁🌲🌳🌴,Urban Development Specialist | Supremacy of Economy of Pakistan🇵🇰 | Predicted Sansa Stark becoming Queen🐺,98368.0,23707.0,539.0,2018.0,1.0,False,,,@ChampagneShayk
"Exclusive video of #Karachicivilwar

Retweet so that it reaches #IndianMedia

 #CivilWarInPakistan
https://t.co/xxRUwssYSs",2020-10-21 17:59:50,en,,1941.0,1062.0,,یَاسِفْ Yasif,"A pindeeh boy who believes in Pakistan First 💚
RT ≠ Endorsement
                                   
TeamHead: #TeamPakistanZindabad",123347.0,80047.0,1466.0,31493.0,11.0,False,,,@IamYasif
@TimesNow Woohoo they're just like joker's the Indian Media,2020-10-21 17:59:08,en,,1.0,0.0,@TimesNow,Ishfaq Ahmed khan. Pakistan,Analyst/ keen observer/social media activist and always proud to be a Muslim & Pakistani. Life is a gift try your best and always hope for the best.,24416.0,24440.0,154.0,271.0,0.0,False,,,@ISHFAQAMR786
"#IndianMedia 
Made in China Bhagwan not working against China said Hindus | Modi Surgcial strike on Tick Tock
    https://t.co/hgz9XqVdVy https://t.co/tTdPpZQTD5",2020-10-21 17:58:40,en,,0.0,0.0,,M.Dilshad Arya,,12275.0,11188.0,373.0,161.0,3.0,False,,,@dilshadarya
@usmanfarooq54 What about this? Is this Indian media? It’s a UAE 🇦🇪 media which tells fake campaign? https://t.co/lfELaPDKL4,2020-10-21 17:58:16,en,,0.0,0.0,@usmanfarooq54,Karthi Keyan,தாயிற் சிறந்த கோவிலுமில்லை தந்தை சொல் மிக்க மந்திரமில்லை🙏,1102.0,6947.0,298.0,58.0,0.0,False,,,@karthikkeyan1
@lovelyjiminnx There will be a interview of BTS on indian news channel NDTV and also Grammy's nominations to be announced on 20th nov,2020-10-21 17:57:55,en,,1.0,0.0,@lovelyjiminnx,ᴮᴱVaish⁷,"lost in the love maze of BTS💜💜💜
she/her♡",9376.0,29950.0,3023.0,2623.0,41.0,False,,,@bts_lyfline
"This was the flash-point of civil war.
This is #RAW secret facility in Karachi.
#IndianMedia https://t.co/0RVfJyogzX",2020-10-21 17:57:54,en,,1.0,0.0,,Asim khan🇵🇰,"_دوسرا مو قع کہانیاں دیتی ہیں_ 
_زندگی نہیں_
#Overseas #imrankha",30817.0,14231.0,982.0,1405.0,0.0,False,,,@asimkhan771
"@ashoswai Nowadays, even if a normal Indian citizen visits Nepal, Indian media starts claiming it as a diplomatic success.
Don't know what kind of diplomacy they are talking about.
These media debates clearly shows height of insanity in Indian journalism.",2020-10-21 17:57:54,en,,5.0,0.0,@ashoswai,Ayan Sigdel,"Business, Politics, Sports  🇳🇵",1876.0,4686.0,162.0,75.0,0.0,False,,,@ayan_sigdel
"The best content of the week thank u #IndianMedia
#CivilWarInPakistan",2020-10-21 17:57:18,en,,0.0,0.0,,Paprika,,2824.0,23353.0,30.0,21.0,0.0,False,,,@AmanOssi
"@HarounRashid2 And this is not to deny that large sections of Indian media are plumbing the depths of sycophancy, stupidity and dishonesty.",2020-10-21 17:57:11,en,,1.0,1.0,@nvedwan,Neeraj Vedwan,"Interested in health, environment, politics, literature, films and food. Academic.",7109.0,8663.0,515.0,193.0,1.0,False,,,@nvedwan
@CNNnews18 @asajjanhar @PramitWorld @JamwalNews18 Just rubbish.indian media is just like joker's.,2020-10-21 17:56:47,en,,1.0,0.0,@CNNnews18,Ishfaq Ahmed khan. Pakistan,Analyst/ keen observer/social media activist and always proud to be a Muslim & Pakistani. Life is a gift try your best and always hope for the best.,24416.0,24440.0,154.0,271.0,0.0,False,,,@ISHFAQAMR786
Guy responsible for civil war in Karachi caught on camera via #IndianMedia https://t.co/Yrl9AxyvVD,2020-10-21 17:56:25,en,,43.0,4.0,,RubasFatima,my life my rules / I have the remote of my life in my hands so plz don't try to dictate me| mody|foodie |traveller |feminist |Rude| True 🇵🇰 |@ImrankhanPTI ❤,1156.0,882.0,3529.0,2688.0,2.0,False,,,@FatimaRubas
"What an entertainment 😂
Thank you #IndianMedia 
#CivilWarInPakistan 😂 https://t.co/GeKceWKGHC",2020-10-21 17:56:24,en,,5.0,3.0,,Moazma Jawwad PTI,Be You-The World will adjust! #TeamIK #PTS,32738.0,74008.0,465.0,2160.0,4.0,False,,,@Zoma_Khan1
"I just went to meet up with my friends today and I came back to bangtan bomb, 3 members going live, bts interview on one of the biggest Indian news channel and the tl panicking coz of the Grammy announcement.",2020-10-21 17:56:22,en,,0.0,0.0,,The real ELIZABETH💜⁷,"BTS ARMY💜
Ot7💖
Fan account🔰",2024.0,9457.0,218.0,148.0,0.0,False,,,@Bookwor56955195
We’re proud of our ISI agent @AdnanSamiLive.He’s doing a perfect job 😂🤣#IndianMedia is being mocked all across the world by #CivilWarInPakistan #CivilWar,2020-10-21 17:56:21,en,,1.0,0.0,,asimagha2303,Doctor 👨‍⚕️ to be..#Nishtarian  IDC,907.0,2832.0,534.0,114.0,0.0,False,,,@asimagha2303
Indian media ne again prove krdia wo world ky biggest liers or jokers he  mtlb itni overacting to koi sath waly ghar ki lrai me ni krta jitna mirch msala ye lga rehy😂😂😂#CivilWarInPakistan,2020-10-21 17:56:01,en,,1.0,0.0,,AJ_luckyinsky,"BS computer science student and graphics designer by  passion.
love Pakistan 🇵🇰 Muslim Alhamdulillah  Be one ,be great 🇵🇰♥️💚🇹🇷",642.0,1307.0,40.0,56.0,0.0,False,,,@AsmaJav48693585
Remember 😁😁#IndianMedia https://t.co/1a631rEij0,2020-10-21 17:55:55,en,,3.0,1.0,,fahmidahyousfi,"Multimedia Journalist
Current Affairs | Defense | Humanitarian Journalist

PakistanOnly


@ravapk  previously @GeoNews  
#Columnist and #Blogger https://t.co/Hysc6r1KqQ",8445.0,7594.0,515.0,4327.0,1.0,False,,,@fahmidahyousfi
"i love them but they do not represent us and never will, not in the context the indian media is trying to express anyway",2020-10-21 17:55:51,en,,7.0,0.0,@diprasingh7,dipra ☆*.,like a birthday or a pretty view,5794.0,23726.0,660.0,1155.0,0.0,False,,,@diprasingh7
"Just peeked outside my room's window and this is what I saw, civil war at it's peak, Allah reham krey via #IndianMedia https://t.co/M6qPjfL7cs",2020-10-21 17:55:37,en,,32.0,3.0,,Nimra Ali,"I have no haters , no attitude . I am True Pakistani . #NimraAli",1109.0,1017.0,687.0,2882.0,1.0,False,,,@Nimra_Ali_
"@WIONews @WHO @palkisu @MOFA_Taiwan Thank you, WION!  Rarely see media that has reported on Taiwan's first response to Covid-19 and later on approaches or supporting methods.  
All I've read and that ""are still there"" are mostly reported by Indian media.🌹",2020-10-21 17:55:31,en,,1.0,0.0,@WIONews,Freda,"Grew up in 3 countries, being an expat in the fourth one. Care about the world, see the best in people. No patience for ignorance. Left-leaning atm.",149.0,937.0,74.0,29.0,0.0,False,,,@frauciou
Who did this? https://t.co/CNU2mp0sSE #TrumpChinaBankAccount #IndianMedia #IndianMedia @outhai200 @RamHolkar @_garrywalia https://t.co/TXiSWh94xd,2020-10-21 17:55:14,en,,1.0,1.0,,Salman sultanpuri🔰,journalist writer author,794.0,1280.0,79.0,356.0,0.0,False,,,@sayarsalman
"Wow! Liar, cocky and hollow Indian media. Western diplomats moved with binoculars to find 'snowball' and finally, Pakistan told thm to look it in Ladakh, where ... na koi hamari seema mai ghusa hai, na koi ...😀 IDIOTS! https://t.co/jWGXikf4GS",2020-10-21 17:55:07,en,,1.0,1.0,,SEAsia,Doing a little to promote peace of mind in SEAsia.,30568.0,52748.0,1054.0,752.0,0.0,False,,,@SEAsia17
"#IndianMedia 
Endian media should show this  video which shows their fascist govt &amp; coward army real face but they don't show bcz endian media is also fake&amp; cursed ! https://t.co/DdGf0oO1R9",2020-10-21 17:55:03,en,,1.0,0.0,,Farhan Malick😉 ❕✴✴,"#Student, ❤ fond of poetic lines, patriot, crickter ,❤ , ❤love pak army,  Pakistani❤❤",189.0,1893.0,465.0,376.0,0.0,False,,,@Farhan52743504
"Throughout the day, the #IndianMedia kept tweeting about the #Karachicivilwar . When in fact there was no such thing and the Indian media had to delete their tweets. I request  Indian anchors to  drink less cow's urine 😂
#CivilWarInPakistan
 https://t.co/8baLZrKBJU",2020-10-21 17:54:46,en,,36.0,24.0,,ShErAz🇵🇰,"A proud pakistani who believes in Pakistan First | Soldier of 5th Generation Warfare |

Deputy Head #TeamPakZindabad",59518.0,56101.0,975.0,12044.0,3.0,False,,,@SherazSays_
"lol can the indian media stop using anjali &amp; sufi as the sole representation for the lgbtqia+ rights IN INDIA. please pass the mic to the lgbtqia+ community of india and highlight them !!! they’re OUR symbol of inclusivity and love and what not, and not the fking indian diaspora",2020-10-21 17:54:34,en,,18.0,1.0,,dipra ☆*.,like a birthday or a pretty view,5794.0,23726.0,660.0,1155.0,0.0,False,,,@diprasingh7
"#CivilWarinPakistan the trend!
The memes😂😂 you people just made my day! I might die of laughter tonight.
Indian media claims and our memers 🤦‍♂️

#Karachicivilwar",2020-10-21 17:54:34,en,,0.0,0.0,,Munir Hussain,"Owner @influencersk
Member @Pak_yforce , @TeamISF_ #TeamErtugrul 

Vlogger | civil right activist | social media influencer | Youtuber | Historian | poet",2730.0,2949.0,2389.0,1885.0,1.0,False,,,@Munir_Alive
"Situation of Gulshan-e-Bagh....
#IndianMedia https://t.co/NtHoavz0R7",2020-10-21 17:54:29,en,,10.0,4.0,,Justice for Sushant,"Allhumdulilah Muslim 🇵🇰
#Justice4SSR #Warrior4SSR
ISBP member❣ 
A human not a bot🤫",3950.0,4140.0,48.0,125.0,0.0,False,,,@__Kainaat__
"Btw why #IndianMedia and #indians are so scared of #ImranKhan and #COAS of Pakistan 🇵🇰?🧐
#CivilWarInPakistan #CivilWar",2020-10-21 17:54:25,en,,2.0,1.0,,asimagha2303,Doctor 👨‍⚕️ to be..#Nishtarian  IDC,907.0,2832.0,534.0,114.0,0.0,False,,,@asimagha2303
"They are watching civil war on big screen in Karachi.
Amazing
#IndianMedia https://t.co/YcYiAiV6TZ",2020-10-21 17:54:20,en,,5.0,0.0,,Asim khan🇵🇰,"_دوسرا مو قع کہانیاں دیتی ہیں_ 
_زندگی نہیں_
#Overseas #imrankha",30817.0,14231.0,982.0,1405.0,0.0,False,,,@asimkhan771
@TARUNspeakss Hahaha... Rn it's only indian media which is spreading fake news against Pakistan. Hope u will understand.,2020-10-21 17:53:45,en,,1.0,0.0,@TARUNspeakss,Maheen Agha,Life is a balance of holding on and letting go.,46166.0,32081.0,371.0,1521.0,0.0,False,,,@Lady_Says11
"@ani_digital @ANI #IndianMedia no longer performs the primary functions it is meant to i.e informing public truth, analysing complex social, economic &amp; political processes, providing a platform for public debate etc instead it bullies dictates &amp; lies  blatantly &amp; dramatically about #Pakistan 100%",2020-10-21 17:53:32,en,,0.0,0.0,@ani_digital,Black-Eagle,No one knows us but we know everyone. we are weapons in global struggle for power. 🇵🇰,4367.0,382.0,182.0,227.0,0.0,False,,,@BlackEa48682472
"@iVeenaKhan Gas leakage killing 3 and injuring 15 till now? Was it you who leaked that gas??
I've never heard such a genuine stupid coverup till now. 
Forget #IndianMedia, your media has broadcasted this news!",2020-10-21 17:53:30,en,,0.0,0.0,@iVeenaKhan,Jaydeep Bapat,Indian at heart!,7130.0,14316.0,19.0,84.0,2.0,False,,,@Jaydeep_Bapat
@MichaelKugelman Indian media biggest fake news industry,2020-10-21 17:53:28,en,,1.0,0.0,@MichaelKugelman,BAJWA DOCTRINE 🇵🇰,Pakistani,27279.0,34688.0,915.0,278.0,1.0,False,,,@ShahidK25457940
