Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Author
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:36,en,,0,50,,Only you 🐰💫 데칼코마니 💫,"JK FAN ACCOUNT FOR JUNGKOOK 
#EUPHORIA #MYTIME #YOUREYESTELL #STILLWITHYOU
📢비공 차단 합니다 📢Block private",83443,79119,632,1599,5,FALSE,,,@onlyyou901901
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 07:36,en,,0,107,,fried vegerable boys🤗🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,bts 😎.23,61621,307980,763,380,1,FALSE,,,@bangtantvbomb
@Indepthcomments Doesn’t feel this way looking at the front-page coverage in the Indian media,16-11-2020 07:35,en,,2,0,@Indepthcomments,Rahul Fernandes,In love with news and @newspaperwalli,10492,14449,4493,9270,65,TRUE,,,@newspaperwallah
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 07:34,en,,0,107,,ᴮᴱ𝖒𝖊𝖌⁷ ✷✷,"•loving bangtan since 2017 •  •she/her• •18•
°𝘧𝘢𝘯 𝘢𝘤𝘤°",283,453,77,44,0,FALSE,,,@ygwiings
RT @SAdenwala: Double Storey Bunkers. Ridiculous Indian Media 🤣🤣🤣.   👇,16-11-2020 07:33,en,,0,4,,Ahmad,,33410,72398,1749,1883,54,FALSE,,,@ahmad_h_khan
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:32,en,,0,50,,taekook,,5103,17852,1077,392,1,FALSE,,,@kooktae_97
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 07:32,en,,0,107,,ᴮᴱ¹³SamSam⁷♪,"#Jimin : I'm diamond you know I glow up 



















#OT7 | Fan account | she/her | #지민 ♡",16832,21656,3551,1334,16,FALSE,,,@luvpkjmnn
RT @khawachen: A few years ago a lady news anchor from major Indian media rebuked the Tibetans for protesting against the Chinese president…,16-11-2020 07:31,en,,0,2,,Tibetans,"Ex @Tibetans supports Tibetan National Resistance against China’s Military Occupation. When Dalai Lama escaped into Exile, CCP’s dictator Mao said:WE LOST TIBET",83520,490,8114,13434,53,FALSE,,,@TibetPeople
RT @zaidahmad32: What Indian media shows;               What India is in reality,16-11-2020 07:29,en,,0,3,,MUGHAL,disappointed but not surprised.,34577,31474,306,1873,5,FALSE,,,@Bint_E_Mehroofa
RT @zaidahmad32: What Indian media shows;               What India is in reality,16-11-2020 07:28,en,,0,3,,K-Retweeter,"A person who tries to fill the gap between you and your follower: RETWEETER🔄 
RT ≠ endorsement.",10456,1371,3908,3937,0,FALSE,,,@k_retweeter
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 07:28,en,,0,107,,Lexi Pinkwood 🐰🥕,https://t.co/Oamc0AoLA4,3659,5830,578,964,2,FALSE,,,@Lexipinkwood1
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:26,en,,0,50,,Диана Воронцова,"Jungkook fan account 🥊📹📸🎙️
Jungkook is my DNA!",2613,22993,52,19,0,FALSE,,,@dianavoronowa
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:25,en,,0,50,,kata,jungkook fan account | any pronouns | fake ot7s can suck my foot | katalixa was @/kookglosstae,22169,40264,459,576,6,FALSE,,,@kkukpink
"RT @AnshumanSail: Dear BJP Wallahs and Sold Indian Media, 

Got it?",16-11-2020 07:23,en,,0,86,,Harish Goel,,49484,12420,938,1076,0,FALSE,,,@HarishG82141308
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:21,en,,0,50,,Zhi ᴶᴷ⟬⟭ ⁷🐰,FAN ACCOUNT | JK since 2013 | BTS⁷ | ZhiKook shipper 💜,14651,227,305,237,1,FALSE,,,@jeonjunggookie_
"@DeccanHerald China seems to be succeeding in it's insidious campaign through Indian media!
Why should these articles get so much prominence...at least in these times when China is pursuing it's expansionist agenda with greater urgency?",16-11-2020 07:16,en,,0,0,@DeccanHerald,Ashwani Dutt,Away from the dogmas of dogmatics,15622,14308,492,93,6,FALSE,,,@dutt_ashwani
"RT @CeoNasif: Gagging’ Indian media
Plot to ‘eliminate’ #Arnab

Early takes by AWN News 
Video aired on 08/10/20 From 16:38 - speaks for it…",16-11-2020 07:15,en,,0,8,,JusticeBot 🦋,RTs are NOT endorsements. Tea afficianado. Wine connoisseur,17755,36249,742,342,0,FALSE,,,@IAmAPaidBot
"British media is fucking cancerous just like Indian media. I hope @ManUtd is protecting its players cause this is disgusting. @MarcusRashford Rashy do what you want man we love you. @masongreenwood jaani stay away from social media, take care of yourself and kick some ass ❤",16-11-2020 07:15,en,,1,0,,paki lad,football tweets and life rants,587,185,44,20,0,FALSE,,,@aladinmothafaka
"RT @girishalva: When I lived overseas, the only Indian news in media there was about rapes/murders.

Indian media failed miserably in playi…",16-11-2020 07:13,en,,0,68,,Dex,Proud Hindu.  Support CAA.  Dont tolerate liars and antinationals!,21531,23106,497,185,0,FALSE,,,@Ajusan123
"@_siva__ @ipulkitsinghal @alikeskin_tr Make ur record correct only a few KMs not 60 even let suppose u enterd 60 Kms, it would hv been an achievement if you hit what u wanted to do &amp; w/o throwing ur pay loads inside Pak
Ur journalists and Esp indian media wr invitd the nxt day by DGISPR but modi didn't allow ur press",16-11-2020 07:13,en,,0,0,@_siva__,Sajju 🇵🇰,"🇵🇰 Zindabad 🇹🇷 zindabad
سب سے پہلے پاکستان 
#RTs No Endorsement",28827,58004,2058,2843,3,FALSE,,,@SajjuGraphics
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 07:13,en,,0,107,,Hanna,✨✨saudade✨✨,2527,9604,187,30,0,FALSE,,,@Hannabuhuri
"RT @Pratik_INC: Read if you can! 
Will indian media give clarity now?? https://t.co/Rlnxf9zPzK",16-11-2020 07:13,en,,0,1,,shiraz 🤚,"An engineer working for cleaner environment. @INCIndia supporter.

RTs ≠ Endorsement",128809,113603,1863,981,22,FALSE,,,@shirazmahad
"RT @AnshumanSail: Dear BJP Wallahs and Sold Indian Media, 

Got it?",16-11-2020 07:12,en,,0,86,,Muzaffar🤚,,102227,156178,1270,1202,2,FALSE,,,@muzaffar2017
"Read if you can! 
Will indian media give clarity now?? https://t.co/Rlnxf9zPzK",16-11-2020 07:12,en,,1,1,,Prateek,Congressman | Honoured to be followed by @INCIndia | Secular | Former SM Coordinator - Thane | Nehru - Gandhian | MBA-Finance | RTs Not Endorsement |,58073,44384,2249,4210,54,FALSE,,,@Pratik_INC
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:11,en,,0,50,,ʲᵐ𖧵 ⟭⟬⁷ Evan YeonJiHooNiel ⟬⟭⁷ 𖧵ʲᵏ,"ʲᵐ🐥 #Jikook Hard Shipper 🐰ʲᵏ
🐶 #NielWink Hard Shipper 🐰
🌰 #Jjukkyumi 🐺

ARMY 💜 MOA 💜 WANNABLE 💜 FOREVER 
BIGHIT STAN 

IG: @jeonjihooniel",199265,96080,2440,190,11,FALSE,,,@MinkookLee
"RT @iraniShenaz1958: What Obama also wrote about Sonia Gandhi, Dr MMS and BJP which Paid Indian Media never showed
From Praising Sonia Gand…",16-11-2020 07:10,en,,0,60,,Nadeem🇮🇳,Trust,104439,138769,1944,1024,0,FALSE,,,@NadeemA99550374
"RT @iraniShenaz1958: What Obama also wrote about Sonia Gandhi, Dr MMS and BJP which Paid Indian Media never showed
From Praising Sonia Gand…",16-11-2020 07:09,en,,0,60,,Professor,"My tweets are my perspective of life.
#AntiFascist #Engineer #Educator #Writer #Blogger #TechnoFreak
RTs≠Endorsements Follow my TweetSis @PhunnyRabia",17547,6815,1892,2227,0,FALSE,,,@_imnazim
RT @MukandRita: @ashoswai And the Media only picked out one line about RG and highlighted it.. A malicious campaign by #indianmedia,16-11-2020 07:08,en,,0,6,,R.RAMACHANDRAN,,304495,2535,2971,1660,92,FALSE,,,@kamarajdisciple
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:08,en,,0,50,,elusivemaiden,"Daughter, sister, wife & ARMY mom 💜BTS💜Yoonkook💞",125087,254999,488,1056,6,FALSE,,,@elusivemaden1
"""When exposing a crime is treated as committing a crime, you are being ruled by criminals""
--Edward Snowden

Right now this holds true on so many level for Indian Media.
#NationalPressDay",16-11-2020 07:08,en,,109,25,,Abhishek Sharma,"Bio: Huh!!

                                          धर्मो रक्षति रक्षितः












































































¯\_(ツ)_/¯",30,365,28,28,2,FALSE,,,@SomehowAbhishek
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:07,en,,0,50,,JUNGKOOK SINGAPORE 🇸🇬 ⁷,Fan Account of Jungkook | Supporting JJK projects💯 locally & overseas |201010/11 |中/ENG,71657,76310,381,6197,37,FALSE,,,@Jeonjungkook_SG
"RT @whiteHatSnr: THREAD
1. Since Indian media is sold out to #Byjus and #WhiteHatJr let's expose this scam ourselves and also find out who…",16-11-2020 07:07,en,,0,447,,Shaurya  Verma,,86,1073,379,160,2,FALSE,,,@ShauryaVerma
"RT @MahilaCongress: Will the Indian media debate this? A debate with hard facts, sans the rhetoric? 
#BJPBringsRecession https://t.co/AtNKQ…",16-11-2020 07:05,en,,0,62,,Palakkad DMC,,1335,1342,2,6,0,FALSE,,,@PalakkadD
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 07:03,en,,0,50,,ᴮᴱYu🐰| MissJK,even through toughest times i hope you will shine as bright as the galaxy. I will love you till the end.,167429,463,76,133,0,FALSE,,,@ngjkyu
"RT @iraniShenaz1958: What Obama also wrote about Sonia Gandhi, Dr MMS and BJP which Paid Indian Media never showed
From Praising Sonia Gand…",16-11-2020 07:03,en,,0,60,,SURENDRA  YADAV,"District  Co ordinator @INCUttarPradesh
Balrampur",46100,40284,893,1100,0,FALSE,,,@surendrayinc
@its_att_iya_ @lakhmi_das @SajidKashmiri1 @esbilgictr That is a lie by Indian media. Pulwama attacker was a kashmiri.,16-11-2020 07:02,en,,1,0,@its_att_iya_,Akshit,"Interested in football, politics, tech.",870,935,165,25,0,FALSE,,,@Akshit57320085
Is that the time when Indian Media learnt to crawl and cringe? https://t.co/pzVt7N70kn,16-11-2020 07:02,en,AU,0,0,,COL YOGESH SHARMA,Patriot,80739,6424,283,175,1,FALSE,,,@sharmayogesh27
"RT @geetv79: Imagine Mo-Sha's/BJP-RSS' lawsuit being thrown out by any Indian court.

Imagine ECI working independently. 
Imagine FB &amp; Indi…",16-11-2020 07:01,en,,0,59,,sabari krishnan,"காக்கை குருவி எங்கள் ஜாதி.!
கடலும் வானும் எங்கள் கூட்டம்..!..!",11463,1191,177,280,0,FALSE,,,@SabariDeeps
"RT @geetv79: Imagine Mo-Sha's/BJP-RSS' lawsuit being thrown out by any Indian court.

Imagine ECI working independently. 
Imagine FB &amp; Indi…",16-11-2020 07:00,en,,0,59,,vakeel,The activities of the RSS constituted a clear threat to the existence of Government and the State. Sardar Patel,177625,11686,5000,1716,36,FALSE,,,@i4u090909
"RT @AnshumanSail: Dear BJP Wallahs and Sold Indian Media, 

Got it?",16-11-2020 07:00,en,,0,86,,SATTI RAJU DUMPALA,"Would like to live in a society where no caste, creed and religion exists and live in a place where no boundaries marked. Retweets are not endorsements.",14961,15607,194,98,0,FALSE,,,@IamDuSaRa
"@alperenkaya1997 5 Indian soldiers &amp; among a major killed &amp; 15 posts destroyed,, whenever Indian soldiers were killed they deliberately attack on civilian ,,cowards,
Plz keep urself aways from Indian media &amp; Indian who get 2rupees per tweet from state govt through terrorist organization like  RSS",16-11-2020 06:59,en,,1,0,@PirzadaTouseef1,Pirzada Touseef پیرذادہ توصیف,if you understand me plz explain...,1751,6829,301,65,0,FALSE,,,@PirzadaTouseef1
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:59,en,,0,50,,Sarah Sar,Fed up with covid-19,753,746,58,0,0,FALSE,,,@SarahSoraj
"RT @geetv79: Imagine Mo-Sha's/BJP-RSS' lawsuit being thrown out by any Indian court.

Imagine ECI working independently. 
Imagine FB &amp; Indi…",16-11-2020 06:58,en,,0,59,,Seema Yadav,"PursuingPhD Law(Gold Medalist)BHU




     

                        Be Kind, Compassionate and Human",15882,20953,902,954,0,FALSE,,,@Seema_Yadav_
"RT @iraniShenaz1958: What Obama also wrote about Sonia Gandhi, Dr MMS and BJP which Paid Indian Media never showed
From Praising Sonia Gand…",16-11-2020 06:58,en,,0,60,,kukki44 ( ‎انجنا ملھوترا ),I am grateful to be a woman. I must have done something great in another life. Maya Angelou,295716,286699,4563,13099,18,FALSE,,,@kukk44
"RT @MahilaCongress: Will the Indian media debate this? A debate with hard facts, sans the rhetoric? 
#BJPBringsRecession https://t.co/AtNKQ…",16-11-2020 06:57,en,,0,62,,EranakulamDMC,,1267,1294,12,8,0,FALSE,,,@EranakulamD
"@AnandPal15 @MaryumMalik02 @BKYMofficial 😂😂 peaceful....
Stop listening to your indian media..
Go there by yourself and see the worst condition of kashmiri people because of indian army..",16-11-2020 06:56,en,,0,0,@AnandPal15,حرمت🌻,Media Advisor @BKYMofficial #BKYM | Devoted with #KashmirCause | Striving for the Rights & Freedom of the People of Jammu Kashmir,1168,1440,380,295,0,FALSE,,,@HurmatNoreen
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:55,en,,0,50,,Ara💞💞,JJK1,90812,198771,394,235,3,FALSE,,,@jjk1kook
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 06:55,en,,0,107,,Sarah Sar,Fed up with covid-19,753,746,58,0,0,FALSE,,,@SarahSoraj
RT @kgoopinath: @AmitShah Indian media have more freedom than others. They have right to say PM as terrorist. Nowadays media people don't h…,16-11-2020 06:53,en,,0,1,,K. Gopinath 🕉️🚩🇮🇳 (जय श्री राम),Unpredictable character.Self Motivator.Solitude liker.Instant decision maker. No to second opinion.I accept myself the way I am with my '+' & '-'.BJP Supporter.,1985,26739,4767,507,7,FALSE,,,@kgoopinath
Special thanks to Indian media for churning out huge dumps of propaganda and forcing us to be smart. https://t.co/kYCaeeYjdA,16-11-2020 06:53,en,,3,0,,Ali Mujahid,"Slave of the Almighty Allah, the Rab ul alameen.",4658,10290,1027,128,0,FALSE,,,@Ali_majin
"@AmitShah Indian media have more freedom than others. They have right to say PM as terrorist. Nowadays media people don't have moral responsibility. Over freedom leads hoax, riot, spreading fake news, glorifying separatists &amp; anti Nationalists, creating fake liberals &amp; urban naxals.",16-11-2020 06:53,en,,0,1,@AmitShah,K. Gopinath 🕉️🚩🇮🇳 (जय श्री राम),Unpredictable character.Self Motivator.Solitude liker.Instant decision maker. No to second opinion.I accept myself the way I am with my '+' & '-'.BJP Supporter.,1985,26739,4767,507,7,FALSE,,,@kgoopinath
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:52,en,,0,50,,Victoria,"my account to vote for @BTS_twt
fangirl",191518,110929,775,961,1,FALSE,,,@vegrabYLnslH62H
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:52,en,,0,50,,JUNGKOOK MY TIME 💜STILL WITH YOU☔,"if you don't give your best now,you will regret later.enjoy the stage like its your last.
#Jungkook #MainVocalJungkook
#Euphoria #MyTime #StillWithYouOnSpotify",34721,42420,143,374,1,FALSE,,,@SpringBreeze59
"#JUNGKOOKNAVER
Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted great impressions &amp; became a hot topic around the world.

✅LIKE before *9 PM KST*
✅RECOMMEND
✅SHARE https://t.co/6AplP3xpJ3

 https://t.co/JzmtCq7BZF",16-11-2020 06:52,en,,1,0,,JUNGKOOK MY TIME 💜STILL WITH YOU☔,"if you don't give your best now,you will regret later.enjoy the stage like its your last.
#Jungkook #MainVocalJungkook
#Euphoria #MyTime #StillWithYouOnSpotify",34721,42420,143,374,1,FALSE,,,@SpringBreeze59
"In Saadda Haq's music video the Record Company's owner says, ""Negative, Negative. Sirf Negative chalta hai Media mein"" and looks like Indian Media houses took that to heart",16-11-2020 06:52,en,,5,1,,Shreyans Parakh,wannabe,483,5881,202,84,0,FALSE,,,@shreyanskp
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 06:51,en,,0,107,,jk💜,"BTS is my life, my world, my everything... 
💜jungkook, BTS army💜",2473,2240,146,30,0,FALSE,,,@talekar_divika
"@nilotpalm3 @sambitswaraj THANKS for EXPOSING vulture supari journo yet again! Corrupt crawler loser anti-India @sardesairajdeep is a CURSE on Indian media. Thus, India trends #RIPRajdeepSardesai.
Over to you @republic @Republic_Bharat @pradip103 team 👆🏿.
India says #AAKTHOO 🤮, Sardesai 👇🏿 https://t.co/1TnDY01HfE",16-11-2020 06:51,en,,0,0,@nilotpalm3,Anju Chandel 🤖🦋,"Joined Jun'09, *Rejoined* Jan'20 (👇🏿😡).. #JusticeForSushantSinghRajput 🙏🏻🔱⭐💫✨🦋❤ .. #Warriors4SSR #SSRians.. #ArnabGoswami 🙋🏻‍♀️✌🏻👍 #IndiaWithArnab ❤",15686,40389,184,228,1,FALSE,,,@AnjuChandel_
"RT @iraniShenaz1958: What Obama also wrote about Sonia Gandhi, Dr MMS and BJP which Paid Indian Media never showed
From Praising Sonia Gand…",16-11-2020 06:49,en,,0,60,,rajesh nagar✋,,49381,117426,920,673,3,FALSE,,,@iamrajeshnagar
"Looking forward to this @AsiaSociety pow-wow tomorrow with @ShereenBhan, @Barugaru1 and @madhutrehan on India's ever-more mixed-up media ecosystem. 

📅 Tue 17 Nov 5:30pm IST / 8pm SGT

Who will be the first to mention Arnab? RSVP here to find out..... 

https://t.co/kXja1rUnBA https://t.co/J2wvXfztzj",16-11-2020 06:49,en,,2,0,,james crabtree,"Writer & journalist. Faculty at @LKYSch, non-res fellow @Chathamhouse, columnist @foreignpolicy + @NAR. Ex-@FT. Author of The Billionaire Raj. Cat lover.",25591,8424,1136,26775,695,TRUE,,,@jamescrabtree
"RT @Jungkook__INDIA: Indian media, ""BTS Jungkook, the person who helped me overcome my difficult times"" released a letter from an Indian fa…",16-11-2020 06:49,en,,0,32,,jk💜,"BTS is my life, my world, my everything... 
💜jungkook, BTS army💜",2473,2240,146,30,0,FALSE,,,@talekar_divika
@tweet_kapil @Chellaney That's what Indian media lulls you into believing.,16-11-2020 06:49,en,,0,0,@tweet_kapil,Chapati,Haha,206,0,0,0,0,FALSE,,,@Chapati80638889
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:47,en,,0,50,,ᵐʸ ᵗᶤᵐᵉ☔JJK1🦋⁷,"#정국 ✨ ʏᴏᴜ ᴀʀᴇ ᴛʜᴇ ᴄᴀᴜsᴇ ᴏғ ᴍʏ ᴇᴜᴘʜᴏʀɪᴀ
★sᴛɪʟʟ ᴡɪᴛʜ ʏᴏᴜ★ʏᴏᴜʀ ᴇʏᴇs ᴛᴇʟʟ★ᴍʏ ᴛɪᴍᴇ 시차",95717,121970,3152,2717,3,FALSE,,,@jeonqquk_
@SachinA14815028 @MohamedBinZayed Just forget for one moment that you're indian and I'm Pakistani on the both side Pakistan media says india violated ceasefire and indian media says Pakistan violated ceasefire. Lets we both be neutral and discuss where's the problem and what's solution??,16-11-2020 06:46,en,,0,0,@SachinA14815028,Umar,Undefined Personality. Business student👨‍🎓 Foodie Love Cooking👨‍🍳,1111,1286,380,77,0,FALSE,,,@Poor_Mems
"RT @geetv79: Imagine Mo-Sha's/BJP-RSS' lawsuit being thrown out by any Indian court.

Imagine ECI working independently. 
Imagine FB &amp; Indi…",16-11-2020 06:45,en,,0,59,,Geet V,"Believe humanism with justice & fair play is above all. Skeptic & liberal. Time to stand up, speak up& save our diverse, free country from bigotry & fascism",684464,441158,7560,90216,295,FALSE,,,@geetv79
"RT @Jungkook__INDIA: Indian media, ""BTS Jungkook, the person who helped me overcome my difficult times"" released a letter from an Indian fa…",16-11-2020 06:44,en,,0,32,,virgo jk,,6230,14362,96,23,3,FALSE,,,@Euphori31127805
"RT @INCMadantala: @ambkcsingh Even I got to know this by DW News of Germany. 😅
Seriously, DW was discussing it in detail I thought it might…",16-11-2020 06:44,en,,0,2,,shanmuga Pillai,TRUTH,731637,19101,2918,6646,186,FALSE,,,@shanmugam_18
"RT @MahilaCongress: Will the Indian media debate this? A debate with hard facts, sans the rhetoric? 
#BJPBringsRecession https://t.co/AtNKQ…",16-11-2020 06:43,en,,0,62,,KottayamDMC,,1246,1260,29,7,0,FALSE,,,@DmcKottayam
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:43,en,,0,50,,♡Ju⁹⁷,"Jeon Jungkook ♡ Main Vocalist, Lead dancer and Centre of BTS. 
~
Solos songs by JK:
•Begin • Euphoria • My Time • Still With You•

Waiting for JJK1 🖤",16269,12048,142,121,0,FALSE,,,@allrounderjjk_
"bilal ne jitna interview Indian media me Diya h na, Sare bahut acche h, kaafi bade bade media house and journalists ko iv de raha h woh...just finished puja talwar wala iv now I'm watching ians wala iv!!
Loving his interaction with Indian journalists 😭❤

#EkJhoothiLoveStory https://t.co/ZKS75Uye9a",16-11-2020 06:43,en,,1,0,,NUSRAT JAHAN💙,"|Stan account| 😎
 #ShehnaazGill ❤
#AhadRazaMir❤
#SaHad ❤
Waada hai- https://t.co/HrscwSe1rS",59552,46020,666,549,0,FALSE,,,@ahadmyluv
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:43,en,,0,50,,jeykey_jk,,3443,5394,268,7,0,FALSE,,,@jjaenvita
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:42,en,,0,50,,bunnyjk,Fan account,5530,4012,151,67,0,FALSE,,,@btsbunnykoo
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:39,en,,0,50,,🦋 ◇ 🦋,Waiting for JJK1 || Fan account,24617,17529,718,603,4,FALSE,,,@JungkookDesi
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:38,en,,0,50,,ً,fan account | taehyungist₁₁₇ &  jungkooker₁₁₄ | taekooker 𐤀 | she/her | @kvggukie,12105,3023,1346,1168,3,FALSE,,,@kvgguk
@WPCPSFION No this will against indian media cells which hair people to spread fake news on media and to spread Islamophobia,16-11-2020 06:38,en,,2,0,@WPCPSFION,👨🏻‍💻P🇵🇰ST😈,Wellcome to a new strategy-Research and analysis on International Regimes and Intelligence on combatting Terrorism.,1665,1440,210,60,0,FALSE,,,@ahmadjttala
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:38,en,,0,50,,𝑁𝑖𝑐𝑘𝑘𝑜𝑜,"𝑀𝑦 𝑝𝑟𝑒𝑐𝑖𝑜𝑢𝑠 𝑡𝑎𝑙𝑒𝑛𝑡𝑒𝑑 𝑠𝑒𝑣𝑒𝑛 𝑏𝑜𝑦𝑠 ❥︎
♡︎𝒥𝓊𝓃ℊ𝓀ℴℴ𝓀 , 𝒥𝒾𝓃 , 𝒥𝒽ℴ𝓅ℯ , 𝒱 , 𝒥𝒾𝓂𝒾𝓃 , 𝒩𝒶𝓂𝒿ℴℴ𝓃 , 𝒴ℴℴ𝓃ℊ𝒾 ♡︎",17658,31824,120,117,2,FALSE,,,@Jeonsbabeyy
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:37,en,,0,50,,Young_Forever_With_BTS,I am a BTS  A_R_M_Y _ OT7_,313,2541,128,9,0,FALSE,,,@Freakingjungko1
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 06:37,en,,0,107,,jungkooking,,607,3185,72,1,0,FALSE,,,@Jeonsfavour
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:36,en,,0,50,,ᴮᴱ𝓕𝓪𝓷𝓼è 𝓑𝓵𝓲𝓷𝓴 ⁷☆💜,"Loves 🖤 BLACKPINK 💖
Likes 💜 BTS 💜
Huge Fan of EXO 💯
Found My ¹²TREASURE 💎

#ℝ𝕖𝕤𝕡𝕖𝕔𝕥𝕁𝔼ℕℕ𝕀𝔼
#THEALBUM👑 
#RESPECT_BTS
#The1stSTEP_Chap3_MMM",44762,105291,172,118,0,FALSE,,,@ChimmyRozy
"RT @Daily_JKUpdate: [4th NAVER] Indian media released a letter from a local fan expressing gratitude and love for Jungkook, which attracted…",16-11-2020 06:36,en,,0,50,,JUNGKOOKIE🐰🐯𐤀💜💜,,8721,39937,65,25,0,FALSE,,,@shahijazz
"@OpIndia_com @KapilSibal Sir people mindset is changing and your party is stuck with Gandhi era. You don’t have be at anti-national side every time. Whenever I tune to any Indian news channel, I find yur spokesperson defending some1 they shouldn’t. Democracy is abt ppl nt Gandhi family.",16-11-2020 06:35,en,,4,0,@OpIndia_com,Anoop Mishra,वसुधैव कुटुम्बकम्,65,1022,115,68,3,FALSE,,,@anoopmishra_11
"RT @AnshumanSail: Dear BJP Wallahs and Sold Indian Media, 

Got it?",16-11-2020 06:32,en,,0,86,,BJJ,Movie lover. Secular. Indian. Indian National Congress follower.,122238,87020,552,441,0,FALSE,,,@bj2789
"RT @jeonfolders: [NAVER] Indian media released a warm letter of gratitude &amp; love from a fan in India saying, ‘Jungkook you are not just an…",16-11-2020 06:32,en,,0,107,,JUNGKOOK MY TIME 💜STILL WITH YOU☔,"if you don't give your best now,you will regret later.enjoy the stage like its your last.
#Jungkook #MainVocalJungkook
#Euphoria #MyTime #StillWithYouOnSpotify",34721,42420,143,374,1,FALSE,,,@SpringBreeze59
